Question;Option1;Option2;Option3;Option4;CorrectIndex
"What is the Hindi equivalent of 'Domestic company'";देशी कंपनी;विदेशी कंपनी;बहुराष्ट्रीय कंपनी;सरकारी कंपनी;0
"Choose the correct meaning of 'Domestic consumption'";देशी खपत / घरेलू उपभोग;विदेशी खपत;औद्योगिक खपत;वाणिज्यिक खपत;0
"Select the correct Hindi translation for 'Domestic credit'";देशी ऋण;विदेशी ऋण;अंतर्राष्ट्रीय ऋण;द्विपक्षीय ऋण;0
"In a professional context, what does 'Domestic currency unit value' mean?";देशी मुद्रा इकाई मूल्य;विदेशी मुद्रा इकाई मूल्य;स्वर्ण इकाई मूल्य;एसडीआर इकाई मूल्य;0
"What is the technical term for 'Domestic economy'";देशी अर्थव्यवस्था;विश्व अर्थव्यवस्था;खुली अर्थव्यवस्था;बंद अर्थव्यवस्था;0
"Identify the correct Hindi translation for 'Domestic finance'";देशी वित्त;विदेशी वित्त;अंतर्राष्ट्रीय वित्त;कॉरपोरेट वित्त;0
"Select the correct Hindi translation for 'Domestic liabilities'";देशी देयताएं;विदेशी देयताएं;आकस्मिक देयताएं;दीर्घकालिक देयताएं;0
"What is the Hindi equivalent of 'Domestic market'";देशी बाजार;विदेशी बाजार;अंतर्राष्ट्रीय बाजार;वैश्विक बाजार;0
"Choose the correct meaning of 'Domestic product'";देशी उत्पाद;विदेशी उत्पाद;आयातित उत्पाद;निर्यातित उत्पाद;0
"Select the correct Hindi translation for 'Domestic purchase'";देशी खरीद;विदेशी खरीद;आयात;निर्यात;0
"In a professional context, what does 'Domestic saving' mean?";देशी बचत;विदेशी बचत;कॉपोरेट बचत;सरकारी बचत;0
"What is the technical term for 'Domestic sector'";देशी क्षेत्र;विदेशी क्षेत्र;निजी क्षेत्र;सार्वजनिक क्षेत्र;0
"Identify the correct Hindi translation for 'Domestic supplies'";देशी आपूर्ति;विदेशी आपूर्ति;आयात;निर्यात;0
"Select the correct Hindi translation for 'Domestic trade'";देशी व्यापार;विदेशी व्यापार;अंतर्राष्ट्रीय व्यापार;तटीय व्यापार;0
"What is the Hindi equivalent of 'Domestic violence'";घरेलू हिंसा;कार्यस्थल हिंसा;राजनीतिक हिंसा;सामाजिक हिंसा;0
"Choose the correct meaning of 'Domicile'";अधिवास;निवास;कार्यालय;पता;0
"Select the correct Hindi translation for 'Domicile certificate'";अधिवास प्रमाणपत्र;जन्म प्रमाणपत्र;जाति प्रमाणपत्र;आय प्रमाणपत्र;0
"In a professional context, what does 'Domicile of origin' mean?";मूल अधिवास;वर्तमान अधिवास;पसंद का अधिवास;वैवाहिक अधिवास;0
"What is the technical term for 'Donated stock'";अनुदत्त स्टॉक;क्रय किया गया स्टॉक;निर्मित स्टॉक;बेचा गया स्टॉक;0
"Identify the correct Hindi translation for 'Donated surplus'";अनुदत्त अधिशेष;अर्जित अधिशेष;पूंजीगत अधिशेष;राजस्व अधिशेष;0
"Select the correct Hindi translation for 'Donation for charitable purpose'";धर्मार्थ दान;राजनीतिक दान;व्यापारिक दान;व्यक्तिगत दान;0
"What is the Hindi equivalent of 'Donee'";दानग्राही;दानदाता;ऋणी;लेनदार;0
"Choose the correct meaning of 'Donor'";दानदाता;दानग्राही;ऋणदाता;लेनदार;0
"Select the correct Hindi translation for 'Donor countries'";ऋणदाता देश;ऋणी देश;विकासशील देश;गरीब देश;0
"In a professional context, what does 'Door step banking' mean?";द्वारस्थ बैंकिंग सेवा;शाखा बैंकिंग;इंटरनेट बैंकिंग;मोबाइल बैंकिंग;0
"What is the technical term for 'Door to door campaign'";द्वार-दर-द्वार अभियान;ऑनलाइन अभियान;टेलीफोन अभियान;मीडिया अभियान;0
"Identify the correct Hindi translation for 'Dormant account'";निष्क्रिय खाते;सक्रिय खाते;चालू खाते;नये खाते;0
"Select the correct Hindi translation for 'Dormant capital'";निष्क्रिय पूंजी;सक्रिय पूंजी;कार्यशील पूंजी;स्थिर पूंजी;0
"What is the Hindi equivalent of 'Dormant gilt edged market'";निष्क्रिय श्रेष्ठ प्रतिभूति बाजार;सक्रिय शेयर बाजार;वायदा बाजार;मुद्रा बाजार;0
"Choose the correct meaning of 'Dormant partner'";निष्क्रिय भागीदार;सक्रिय भागीदार;नाममात्र भागीदार;नाबालिग भागीदार;0
"Select the correct Hindi translation for 'Dormant societies'";निष्क्रिय सोसाइटियां;सक्रिय सोसाइटियां;पंजीकृत सोसाइटियां;सहकारी सोसाइटियां;0
"In a professional context, what does 'Dose (supplementary dose of assistance)' mean?";अंश / मात्रा;दवा;खुराक;इंजेक्शन;0
"What is the technical term for 'Double account system'";दोहरी लेखा प्रणाली;इकहरी लेखा प्रणाली;नकद प्रणाली;प्रोद्भवन प्रणाली;0
"Identify the correct Hindi translation for 'Double benefit policy'";दोहरे हितलाभ की पॉलिसी;एकल हितलाभ की पॉलिसी;आजीवन पॉलिसी;सावधि पॉलिसी;0
"Select the correct Hindi translation for 'Double budget'";दोहरा बजट;संतुलित बजट;घाटे का बजट;बचत का बजट;0
"What is the Hindi equivalent of 'Double checking of notes'";नोटों की दोहरी जांच;नोटों की गिनती;नोटों की छपाई;नोटों का विनाश;0
"Choose the correct meaning of 'Double claims'";दोहरे दावे;झूठे दावे;लंबित दावे;निपटाए गए दावे;0
"Select the correct Hindi translation for 'Double cropped areas'";दोहरी फसलवाले क्षेत्र;एकल फसलवाले क्षेत्र;बंजर क्षेत्र;सिंचित क्षेत्र;0
"In a professional context, what does 'Double crossing' mean?";दोहरा रेखन;साधारण रेखन;विशेष रेखन;पूर्ण रेखन;0
"What is the technical term for 'Double digit growth'";द्वि-अंकी वृद्धि;एकल अंकी वृद्धि;ऋणात्मक वृद्धि;शून्य वृद्धि;0
"Identify the correct Hindi translation for 'Double dip recession'";दोहरी मंदी;सामान्य मंदी;तीव्र मंदी;दीर्घकालिक मंदी;0
"Select the correct Hindi translation for 'Double duty'";दोहरी ड्यूटी / दुगुना शुल्क;एकल शुल्क;शून्य शुल्क;आयात शुल्क;0
"What is the Hindi equivalent of 'Double entry'";दोहरी प्रविष्टि;इकहरी प्रविष्टि;विपरीत प्रविष्टि;समायोजन प्रविष्टि;0
"Choose the correct meaning of 'Double entry book-keeping'";दोहरी प्रविष्टि वाली बहीखाता पद्धति;इकहरी प्रविष्टि वाली पद्धति;नकद बहीखाता पद्धति;कम्प्यूटरीकृत पद्धति;0
"Select the correct Hindi translation for 'Double entry system'";दोहरी प्रविष्टि प्रणाली;इकहरी प्रविष्टि प्रणाली;भारतीय बहीखाता प्रणाली;रोमन बहीखाता प्रणाली;0
"In a professional context, what does 'Double financing' mean?";दोहरा वित्तपोषण;एकल वित्तपोषण;प्रत्यक्ष वित्तपोषण;परोक्ष वित्तपोषण;0
"What is the technical term for 'Double insurance'";दोहरा बीमा;पुनर्बीमा;सह-बीमा;समूह बीमा;0
"Identify the correct Hindi translation for 'Double option'";दोहरा विकल्प (तेजी-मंदी);क्रय विकल्प;विक्रय विकल्प;स्वैप विकल्प;0
"Select the correct Hindi translation for 'Double pricing policy'";दोहरी कीमत निर्धारण नीति;एकल कीमत नीति;बाजार कीमत नीति;लागत कीमत नीति;0
"What is the Hindi equivalent of 'Double punching'";दोहरी पंचिंग;एकल पंचिंग;गलत पंचिंग;सही पंचिंग;0
"Choose the correct meaning of 'Double taxation'";दोहरा कराधान;एकल कराधान;प्रत्यक्ष कराधान;अप्रत्यक्ष कराधान;0
"Select the correct Hindi translation for 'Double vouching'";दोहरा प्रमाणन;एकल प्रमाणन;आंतरिक प्रमाणन;बाह्य प्रमाणन;0
"In a professional context, what does 'Doubtful & loss asset' mean?";संदिग्ध तथा हानि आस्ति;मानक आस्ति;अवमानक आस्ति;निष्पादित आस्ति;0
"What is the technical term for 'Doubtful debt'";संदिग्ध कर्ज;अशोध्य कर्ज;सुरक्षित कर्ज;वसूली योग्य कर्ज;0
"Identify the correct Hindi translation for 'Doubtful debt reserve account'";संदिग्ध कर्ज प्रारक्षित लेखा;सामान्य प्रारक्षित लेखा;पूंजी प्रारक्षित लेखा;राजस्व प्रारक्षित लेखा;0
"Select the correct Hindi translation for 'Doubtful of recovery'";वसूली संदिग्ध समझी गई;वसूली निश्चित;वसूली असंभव;वसूली आंशिक;0
"What is the Hindi equivalent of 'Down payment'";तत्काल भुगतान;विलंबित भुगतान;किस्त भुगतान;अंतिम भुगतान;0
"Choose the correct meaning of 'Down period'";कार्यबंदी अवधि;व्यस्त अवधि;मंदी अवधि;तेजी अवधि;0
"Select the correct Hindi translation for 'Down turn'";गिरावट;उछाल;स्थिरता;सुधार;0
"In a professional context, what does 'Downside risk' mean?";अधोगामी / गिरावट जोखिम;ऊर्ध्वगामी जोखिम;बाजार जोखिम;साख जोखिम;0
"What is the technical term for 'Downward revision'";अधोगामी संशोधन;ऊर्ध्वगामी संशोधन;समानांतर संशोधन;शून्य संशोधन;0
"Identify the correct Hindi translation for 'Downward trend'";गिरावट की प्रवृत्ति;तेजी की प्रवृत्ति;स्थिर प्रवृत्ति;अनिश्चित प्रवृत्ति;0
"Select the correct Hindi translation for 'Draft'";1. ड्राफ्ट 2. मसौदा;चेक;बिल;रसीद;0
"What is the Hindi equivalent of 'Draft agenda'";कार्यसूची का मसौदा;बैठक का कार्यवृत्त;वार्षिक रिपोर्ट;बजट भाषण;0
"Choose the correct meaning of 'Draft and mail transfer advices'";ड्राफ्ट और डाक अंतरण सूचनाएं;तार अंतरण सूचनाएं;इलेक्ट्रॉनिक अंतरण सूचनाएं;चेक अंतरण सूचनाएं;0
"Select the correct Hindi translation for 'Draft drawn under letters of credit'";साख पत्रों के अधीन आहरित ड्राफ्ट;चेक के अधीन आहरित ड्राफ्ट;बिल के अधीन आहरित ड्राफ्ट;हुंडी के अधीन आहरित ड्राफ्ट;0
"In a professional context, what does 'Draft paid without advice' mean?";बिना सूचना के अदा किया गया ड्राफ्ट;सूचना के साथ अदा किया गया ड्राफ्ट;रद्द किया गया ड्राफ्ट;खोया हुआ ड्राफ्ट;0
"What is the technical term for 'Draft paper'";प्रारूप पत्र / मसौदा पत्र;पक्का पत्र;अंतिम पत्र;कानूनी पत्र;0
"Identify the correct Hindi translation for 'Drafts payable register'";देय ड्राफ्ट रजिस्टर;जारी ड्राफ्ट रजिस्टर;रद्द ड्राफ्ट रजिस्टर;खोये ड्राफ्ट रजिस्टर;0
"Select the correct Hindi translation for 'Drafts presented without advice'";बिना सूचना के प्रस्तुत किए गए ड्राफ्ट;देर से प्रस्तुत ड्राफ्ट;अस्वीकृत ड्राफ्ट;भुगतान किए गए ड्राफ्ट;0
"What is the Hindi equivalent of 'Drain of funds / foreign exchange'";निधियों / विदेशी मुद्रा का पलायन;निधियों का आगमन;निधियों का संचय;निधियों का निवेश;0
"Choose the correct meaning of 'Drainage of liquidity'";चलनिधि में कमी आना;चलनिधि में वृद्धि;चलनिधि में स्थिरता;चलनिधि का सृजन;0
"Select the correct Hindi translation for 'Draw'";आहरण करना;जमा करना;निवेश करना;उधार देना;0
"In a professional context, what does 'Draw down' mean?";आहरण द्वारा कमी;जमा द्वारा वृद्धि;ब्याज द्वारा आय;ऋण द्वारा दायित्व;0
"What is the technical term for 'Draw down notice'";आहरण पूर्व नोटिस;जमा नोटिस;भुगतान नोटिस;वसूली नोटिस;0
"Identify the correct Hindi translation for 'Drawals against limits'";ऋण सीमाओं में से आहरण;बचत खाते से आहरण;चालू खाते से आहरण;सावधि जमा से आहरण;0
"Select the correct Hindi translation for 'Drawback'";चुंगी / शुल्क वापसी;कमी;हानि;जुर्माना;0
"What is the Hindi equivalent of 'Drawback claim'";वापसी का दावा;बीमा दावा;क्षतिपूर्ति दावा;ब्याज दावा;0
"Choose the correct meaning of 'Drawee'";अदाकर्ता;आहर्ता;आदाता;पृष्ठांकिती;0
"Select the correct Hindi translation for 'Drawee bill'";अदाकर्ता बिल;आहर्ता बिल;आदाता बिल;विदेशी बिल;0
"In a professional context, what does 'Drawee in case of need' mean?";आवश्यकता की स्थिति में अदाकर्ता;मुख्य अदाकर्ता;वैकल्पिक अदाकर्ता;संयुक्त अदाकर्ता;0
"What is the technical term for 'Drawer'";आहर्ता / चेक काटनेवाला;अदाकर्ता;आदाता;लाभार्थी;0
"Identify the correct Hindi translation for 'Drawer\'s signature incomplete'";आहर्ता के हस्ताक्षर अपूर्ण हैं;आहर्ता के हस्ताक्षर सही हैं;आहर्ता के हस्ताक्षर जाली हैं;आहर्ता के हस्ताक्षर नहीं हैं;0
"Select the correct Hindi translation for 'Drawer\'s signature / authority not received'";आहर्ता / प्राधिकारी के हस्ताक्षर नहीं लिए गए;हस्ताक्षर मिल गए;हस्ताक्षर सत्यापित;हस्ताक्षर स्पष्ट;0
"What is the Hindi equivalent of 'Drawing account'";आहरण खाते;जमा खाते;बचत खाते;ऋण खाते;0
"Choose the correct meaning of 'Drawing against uncleared effects'";समाशोधन / वसूली से पहले आहरण;समाशोधन के बाद आहरण;जमा के विरुद्ध आहरण;ऋण के विरुद्ध आहरण;0
"Select the correct Hindi translation for 'Drawing arrangement'";आहरण व्यवस्था;जमा व्यवस्था;ऋण व्यवस्था;भुगतान व्यवस्था;0
"In a professional context, what does 'Drawing in favour of' mean?";के नाम आहरण करना;के नाम जमा करना;के नाम हस्तांतरण करना;के नाम बिल बनाना;0
"What is the technical term for 'Drawing limit'";आहरण सीमा;जमा सीमा;ऋण सीमा;व्यय सीमा;0
"Identify the correct Hindi translation for 'Drawing power'";आहरण शक्ति;क्रय शक्ति;बाजार शक्ति;मोलभाव शक्ति;0
"Select the correct Hindi translation for 'Drawing rights'";आहरण अधिकार;मतदान अधिकार;संपत्ति अधिकार;बौद्धिक अधिकार;0
"What is the Hindi equivalent of 'Drawn amount'";आहरित राशि;जमा राशि;बकाया राशि;अनुमोदित राशि;0
"Choose the correct meaning of 'Drawn bill'";आहरित हुंडी / बिल;भुनायी गई हुंडी;बेची गई हुंडी;खरीदी गई हुंडी;0
"Select the correct Hindi translation for 'Drawn bond'";परिपक्वता-पूर्व प्रतिदेय बॉण्ड;परिपक्व बॉण्ड;जारी बॉण्ड;रद्द बॉण्ड;0
"In a professional context, what does 'Drawn down of stocks' mean?";उपयोग के कारण स्टॉक में कमी;स्टॉक में वृद्धि;स्टॉक का मूल्यांकन;स्टॉक का सत्यापन;0
"What is the technical term for 'Drawn on'";के नाम आहरित;के पक्ष में आहरित;के द्वारा आहरित;के लिए आहरित;0
"Identify the correct Hindi translation for 'Drayage'";ढुलाई भाड़ा;रेल भाड़ा;हवाई भाड़ा;समुद्री भाड़ा;0
"Select the correct Hindi translation for 'Dream budget'";आदर्श बजट;घाटे का बजट;बचत का बजट;अंतरिम बजट;0
"What is the Hindi equivalent of 'Driblets'";अल्प अंतरालों में;एकमुश्त;किस्तों में;वार्षिक;0
"Choose the correct meaning of 'Driblets leave'";अल्प अंतराल छुट्टियां;लंबी छुट्टी;बीमारी की छुट्टी;अर्जित छुट्टी;0
"Select the correct Hindi translation for 'Drilled coin'";सछिद्र सिक्का;खोटा सिक्का;असली सिक्का;पुराना सिक्का;0
"In a professional context, what does 'Drive' mean?";अभियान;यात्रा;मशीन;सड़क;0
"What is the technical term for 'Drop box'";ड्रॉप बाक्स;लेटर बॉक्स;सेफ बॉक्स;कैश बॉक्स;0
"Identify the correct Hindi translation for 'Drop delivery'";नियत स्थान पर सुपुर्दगी;कारखाना सुपुर्दगी;गोदाम सुपुर्दगी;बंदरगाह सुपुर्दगी;0
"Select the correct Hindi translation for 'Drop shipper'";सीधा आपूर्तिकार;थोक विक्रेता;खुदरा विक्रेता;एजेंट;0
"What is the Hindi equivalent of 'Drop shipping'";सीधी आपूर्ति;विलंबित आपूर्ति;किस्तों में आपूर्ति;आंशिक आपूर्ति;0
"Choose the correct meaning of 'Drought prone area'";सूखा प्रवण क्षेत्र;बाढ़ प्रवण क्षेत्र;भूकंप प्रवण क्षेत्र;पर्वतीय क्षेत्र;0
"Select the correct Hindi translation for 'Drubbing'";गिरावट;उछाल;स्थिरता;वृद्धि;0
"In a professional context, what does 'Dry docking' mean?";सूखे बंदरगाह में जहाज लाना;जहाज डुबोना;जहाज बेचना;जहाज खरीदना;0
"What is the technical term for 'Dry farming'";सूखी / असिंचित खेती;सिंचित खेती;जैविक खेती;व्यावसायिक खेती;0
"Identify the correct Hindi translation for 'Dry land farming'";शुष्क भूमि पर खेती;आर्द्र भूमि पर खेती;पहाड़ी खेती;तटीय खेती;0
"Select the correct Hindi translation for 'Dry lease'";सुविधा-रहित पट्टा;सुविधा-सहित पट्टा;दीर्घकालिक पट्टा;अल्पकालिक पट्टा;0
"What is the Hindi equivalent of 'Dry run of plan'";योजना को प्रायोगिक तौर पर चलाना;योजना को अंतिम रूप देना;योजना को रद्द करना;योजना का मूल्यांकन;0
"Choose the correct meaning of 'Dual policy'";दोहरी नीति;एकल नीति;नई नीति;पुरानी नीति;0
"Select the correct Hindi translation for 'Dual pricing policy'";कीमत-निर्धारण की दोहरी नीति;एकल कीमत नीति;मुक्त कीमत नीति;नियंत्रित कीमत नीति;0
"In a professional context, what does 'Dual valuation' mean?";दोहरा मूल्यांकन;एकल मूल्यांकन;बाजार मूल्यांकन;लागत मूल्यांकन;0
"What is the technical term for 'Duality of management'";प्रबंधन का दोहरापन;प्रबंधन का एकीकरण;प्रबंधन का विकेंद्रीकरण;प्रबंधन का निजीकरण;0
"Identify the correct Hindi translation for 'Dud stock'";व्यर्थ स्टॉक;बहुमूल्य स्टॉक;नया स्टॉक;पुराना स्टॉक;0
"Select the correct Hindi translation for 'Due by'";(तारीख)... तक देय;के द्वारा देय;के लिए देय;पर देय;0
"What is the Hindi equivalent of 'Due date'";नियत तिथि / भुगतान की तारीख;जारी करने की तारीख;रद्दीकरण की तारीख;नवीनीकरण की तारीख;0
"Choose the correct meaning of 'Due debt'";देय / प्राप्य कर्ज;माफ कर्ज;डूबत कर्ज;संदिग्ध कर्ज;0
"Select the correct Hindi translation for 'Due diligence'";समुचित सावधानी;लापरवाही;जल्दबाजी;अनदेखी;0
"In a professional context, what does 'Due from bank' mean?";बैंक से प्राप्य;बैंक को देय;बैंक में जमा;बैंक द्वारा देय;0
"What is the technical term for 'Due on'";(तारीख)... को देय;तारीख से पहले;तारीख के बाद;तारीख तक;0
"Identify the correct Hindi translation for 'Due rent'";देय किराया;अग्रिम किराया;माफ किराया;विवादित किराया;0
"Select the correct Hindi translation for 'Due to'";1. ... को देय 2. के कारण;से प्राप्त;का स्वामी;का एजेंट;0
"What is the Hindi equivalent of 'Dues'";देय / प्राप्य राशियां;जमा राशियां;अग्रिम राशियां;दान राशियां;0
"Choose the correct meaning of 'Dull market'";सुस्त बाजार;तेज बाजार;अस्थिर बाजार;संतुलित बाजार;0
"Select the correct Hindi translation for 'Dull trading'";मंद कामकाज;तेज कामकाज;सामान्य कामकाज;शून्य कामकाज;0
"In a professional context, what does 'Duly authorized' mean?";विधिवत् प्राधिकृत;अनधिकृत;अस्थायी रूप से प्राधिकृत;मौखिक रूप से प्राधिकृत;0
"What is the technical term for 'Duly countersigned'";विधिवत् प्रतिप्राधिकृत / प्रतिहस्ताक्षरित;हस्ताक्षर रहित;केवल हस्ताक्षरित;गवाह द्वारा हस्ताक्षरित;0
"Identify the correct Hindi translation for 'Duly examined'";विधिवत् परीक्षित;आंशिक परीक्षित;अपरीक्षित;पुनर्परीक्षित;0
"Select the correct Hindi translation for 'Duly signed'";विधिवत् हस्ताक्षरित;बिना हस्ताक्षर;जाली हस्ताक्षर;अधूरे हस्ताक्षर;0
"What is the Hindi equivalent of 'Dummy a/c'";छद्म खाता;असली खाता;संयुक्त खाता;निष्क्रिय खाता;0
"Choose the correct meaning of 'Dumping (market)'";बाजार पाटना / मूल्य गिराना;बाजार बढ़ाना;कीमत बढ़ाना;माल जमा करना;0
"Select the correct Hindi translation for 'Duopoly'";द्वयाधिकार;एकाधिकार;अल्पाधिकार;पूर्ण प्रतियोगिता;0
"In a professional context, what does 'Duplicate' mean?";1. अनुलिपि 2. नकली;मूल;प्रमाणित;सत्यापित;0
"What is the technical term for 'Duplicate invoices'";बीजकों की अनुलिपियां;मूल बीजक;संशोधित बीजक;रद्द बीजक;0
"Identify the correct Hindi translation for 'Duplicate pass book'";अनुलिपि पास-बुक;मूल पास-बुक;नई पास-बुक;पुरानी पास-बुक;0
"Select the correct Hindi translation for 'Duplicate payment order'";अदायगी आदेश की अनुलिपि;मूल अदायगी आदेश;रद्द अदायगी आदेश;संशोधित अदायगी आदेश;0
"What is the Hindi equivalent of 'Durability'";टिकाऊपन;भंगुरता;लचीलापन;कठोरता;0
"Choose the correct meaning of 'Durable community assets'";टिकाऊ सामुदायिक आस्तियां;अस्थायी आस्तियां;निजी आस्तियां;नष्ट होने वाली आस्तियां;0
"Select the correct Hindi translation for 'Durable consumer goods'";टिकाऊ उपभोक्ता वस्तुएं;नश्वर उपभोक्ता वस्तुएं;पूंजीगत वस्तुएं;मध्यवर्ती वस्तुएं;0
"In a professional context, what does 'Durables' mean?";टिकाऊ वस्तुएं;नश्वर वस्तुएं;सस्ती वस्तुएं;महंगी वस्तुएं;0
"What is the technical term for 'Duration'";1. अवधि 2. ड्यूरेशन (बॉण्ड);समय;दूरी;गति;0
"Identify the correct Hindi translation for 'Duress'";दबाव;स्वेच्छा;सहमति;प्रस्ताव;0
"Select the correct Hindi translation for 'Dutch auction'";अवरोही नीलामी;आरोही नीलामी;खुली नीलामी;बंद नीलामी;0
"What is the Hindi equivalent of 'Dutiable goods'";शुल्क देय माल;शुल्क मुक्त माल;प्रतिबंधित माल;चोरी का माल;0
"Choose the correct meaning of 'Duty'";1. शुल्क 2. कर्तव्य;कर;जुर्माना;सजा;0
"Select the correct Hindi translation for 'Duty draw back'";शुल्क वापसी;शुल्क वृद्धि;शुल्क छूट;शुल्क चोरी;0
"In a professional context, what does 'Duty exemption scheme' mean?";शुल्क छूट योजना;शुल्क वापसी योजना;शुल्क वृद्धि योजना;शुल्क भुगतान योजना;0
"What is the technical term for 'Duty free'";शुल्कमुक्त;करमुक्त;प्रभारमुक्त;ब्याजमुक्त;0
"Identify the correct Hindi translation for 'Duty list'";1. शुल्क सूची 2. कार्य सूची;वेतन सूची;छुट्टी सूची;सामान सूची;0
"Select the correct Hindi translation for 'Dynamic economics'";गंत्यात्मक अर्थशास्त्र;स्थैतिक अर्थशास्त्र;व्यष्टि अर्थशास्त्र;समष्टि अर्थशास्त्र;0
"What is the Hindi equivalent of 'Dynamic export system'";गतिशील निर्यात प्रणाली;स्थिर निर्यात प्रणाली;बंद निर्यात प्रणाली;सीमित निर्यात प्रणाली;0
"Choose the correct meaning of 'Dynamic function of money'";मुद्रा का गत्यात्मक कार्य;मुद्रा का स्थैतिक कार्य;मुद्रा का विनिमय कार्य;मुद्रा का संचय कार्य;0
"Select the correct Hindi translation for 'Dynamic market'";गतिशील बाजार;स्थिर बाजार;मंद बाजार;बंद बाजार;0
"In a professional context, what does 'Dynamic multiplier' mean?";गतिक गुणक;स्थैतिक गुणक;निवेश गुणक;रोजगार गुणक;0
"What is the technical term for 'Dynamics of fluctuating exchange'";घटती-बढ़ती विनिमय दर की गतिकी;स्थिर विनिमय दर की गतिकी;नियत विनिमय दर की गतिकी;समान विनिमय दर की गतिकी;0